time,open,high,low,close,volume
2026-03-12 14:00:00,187700,187900,187700,187800,57540
2026-03-12 14:15:00,187800,187950,186800,186900,464916
2026-03-12 14:30:00,186900,187700,186600,187600,479360
2026-03-12 14:45:00,187600,187700,186900,187100,549242
2026-03-12 15:00:00,187200,187200,186800,186950,222388
