time,open,high,low,close,volume
2026-03-12 14:00:00,938000,939000,936000,938000,18051
2026-03-12 14:15:00,937000,939000,930000,932000,70176
2026-03-12 14:30:00,932000,937000,931000,936000,78681
2026-03-12 14:45:00,935000,936000,929000,931000,107161
2026-03-12 15:00:00,931000,931000,929000,929500,40666
