time,open,high,low,close,volume
2026-03-12 14:00:00,373000,373000,372500,373000,2130
2026-03-12 14:15:00,373000,374500,373000,373500,6971
2026-03-12 14:30:00,373500,374000,372500,373500,6383
2026-03-12 14:45:00,373500,375000,373000,374500,11284
2026-03-12 15:00:00,374000,375500,374000,375000,6136
